Term,IDF
половинный,3.91202
сигизмунд,3.91202
ивахненко,3.91202
novak,3.91202
тед,3.21888
подведомственный,3.50656
механический,1.60944
продаваться,2.52573
beautiful,3.91202
канев,3.91202
began,3.91202
icpr,3.91202
болонский,3.50656
teach,3.21888
jon,3.21888
удобно,3.21888
звукозапись,3.50656
пристроить,3.91202
сосредоточение,3.91202
гордиенко,3.91202
крышка,3.91202
гак,3.50656
терешков,3.21888
озхий,3.91202
крещенский,3.91202
shush,3.91202
пнг,3.91202
идеалист,3.91202
mamma,2.99573
насилие,1.96611
волнообразный,3.91202
исламизм,3.91202
dewdney,3.91202
карибский,3.21888
иттифаг,3.50656
шах,3.50656
белоус,3.21888
kɐmˈpʲjʉtʲɪr,3.91202
шаманский,3.91202
уехать,3.50656
вычислитель,3.50656
reduction,3.91202
желательно,1.96611
брентано,3.50656
неспособно,3.50656
блюститель,3.91202
широкомасштабный,3.21888
qrio,3.50656
мейнстрим,2.81341
хищение,3.50656
отстаивать,2.65926
выглядеть,1.83258
иванов,1.71480
enhanced,3.91202
расцветать,3.50656
сервис,1.46968
манёвренный,3.91202
романтизм,3.91202
градоуправленческий,3.91202
орден,1.96611
допущение,3.21888
telia,3.91202
champions,3.91202
elites,3.91202
композиция,2.52573
informationsverarbeitung,3.91202
бронетехника,3.50656
посполить,3.50656
rogers,3.91202
заподинской,3.91202
крамник,2.99573
индия,1.38629
ос,2.99573
медиахолдинг,3.91202
ferguson,3.50656
металлоинвест,3.91202
april,2.04022
миллионный,3.50656
parmy,3.91202
slater,3.91202
осложняться,3.91202
germanischer,3.91202
лоббировать,3.91202
oittinen,3.91202
небинарность,3.91202
дублёр,3.91202
взяться,3.21888
выражаться,2.12026
нефтегазоконденсатный,3.91202
белозерский,3.91202
totally,3.50656
норма,1.27297
чернодуб,3.91202
зильберман,3.91202
perry,3.91202
осуществлять,1.13943
кинофестиваль,3.50656
высылать,3.50656
свод,2.99573
rakhmetov,3.91202
gowin,3.91202
dazzling,3.91202
прижиться,3.50656
josh,3.91202
афганец,3.91202
экзогенный,3.91202
correction,2.99573
сасово,3.91202
процитировать,3.91202
неоклассик,3.50656
биотехнология,3.91202
виза,3.91202
трансперенси,3.91202
крэга,3.50656
turns,3.50656
облик,2.81341
мирилашвилли,3.91202
развалить,3.50656
igs,3.91202
religion,3.50656
алтайский,3.50656
donbas,3.50656
ишрак,3.91202
мегарскай,3.91202
подсудный,3.91202
апотемнофилия,3.91202
lipson,3.91202
скобельцын,3.91202
валдай,3.91202
нефтехимия,3.21888
бангкок,3.91202
ассоциировать,3.91202
здорово,3.50656
ранее,0.73397
рационализм,3.21888
междугородний,3.91202
неверно,3.21888
повести,3.91202
энтертейнмент,3.91202
семёнов,2.52573
лариса,3.91202
коутс,3.91202
radivojevic,3.91202
lennart,3.50656
january,1.89712
andreasen,3.91202
ak,3.91202
jï,3.91202
hard,3.91202
комплекс,1.10866
дисквалифицировать,3.91202
leigh,3.91202
либманный,3.91202
казённовый,3.91202
блезть,3.50656
полиэтилен,3.91202
предположение,1.42712
инь,3.50656
высказать,1.96611
виктор,0.89160
jeopardy,3.50656
intellitype,3.91202
выкладывать,3.91202
кошмар,3.50656
рейвиндраный,3.91202
бернард,3.50656
портативный,2.65926
лигети,3.91202
просуществовать,3.50656
johann,3.21888
выявлять,2.30259
азимов,2.65926
джайнизм,3.50656
подчиниться,3.91202
figure,3.91202
галуа,3.91202
рассело,3.91202
трепетный,3.91202
звук,1.96611
kiva,3.91202
линдон,3.91202
красный,1.56065
крионировать,3.91202
ψυχή,3.91202
чарлз,3.91202
поличное,3.91202
литературный,1.89712
эскалировать,3.50656
альфонсо,3.50656
интерес,0.84397
порнографический,3.91202
заморозка,3.21888
грациано,3.91202
рекрутер,3.50656
гастингс,2.52573
медаль,1.96611
адаптировать,3.50656
preventing,3.91202
сказать,1.17118
гоа,3.91202
погоня,3.21888
стимулировать,2.52573
faq,3.50656
министерство,1.56065
азаров,3.50656
мурзабаев,3.91202
старшеклассник,3.91202
srivastava,3.91202
wirerope,3.91202
сформулировать,1.46968
плагиат,3.50656
echoes,3.91202
сменять,3.50656
statistique,3.91202
причинить,2.99573
настать,3.50656
деревня,2.99573
лысенко,3.50656
патронаж,3.50656
letters,3.21888
нерль,3.91202
детерминистский,3.91202
экстерналия,3.21888
николс,3.91202
автоматизм,3.91202
периметр,3.50656
tunde,3.91202
updater,2.99573
метапоиск,2.99573
retreat,3.91202
standard,2.65926
филантропия,3.91202
сверхразум,3.91202
системотехнический,3.91202
постижение,3.50656
гиперсексуальность,3.91202
телебашня,3.91202
finanicial,3.91202
field,2.99573
честной,3.91202
комбинаторика,3.91202
tcac,3.91202
шестиразрядный,3.91202
zhuohang,3.91202
atlantis,3.50656
стык,2.52573
recombinant,3.91202
organized,3.91202
входить,0.86750
древнеегипетский,3.91202
настроение,1.89712
goodfellow,3.50656
медиакомпания,3.50656
cancel,3.91202
приемлемый,3.21888
спецкурс,3.91202
париж,2.40795
ма,3.50656
dominique,3.91202
гексагональный,3.50656
корчинский,3.91202
grammars,3.91202
volume,2.99573
бенджамин,2.81341
atheist,3.91202
крёстный,3.91202
собрать,1.89712
психо,3.91202
буйнакск,3.91202
запросить,3.91202
еникеев,3.91202
селькуп,3.91202
тварь,3.91202
приёмочный,3.91202
руководить,1.77196
ncl,3.91202
древко,3.91202
древнегреческий,2.52573
аист,3.91202
таттелек,3.91202
чибурданидзе,3.91202
рецензент,3.21888
mechanical,3.50656
операция,1.02165
невский,2.52573
кокс,2.99573
вложиться,3.21888
катерина,3.21888
продажный,3.91202
баадынович,3.91202
спасский,3.91202
social,2.40795
aramayo,3.91202
icon,3.91202
неотразимый,3.91202
медоборудование,3.91202
вкладчик,3.91202
напрашиваться,3.91202
монопольно,3.91202
курцвейл,1.30933
cash,3.91202
захватывать,2.81341
apocalypse,3.91202
феоктистов,3.91202
среднеазиатский,3.50656
гадамер,3.91202
alchemyapi,3.91202
виктория,3.91202
dziech,3.91202
десять,1.66073
wink,3.50656
пилорама,3.91202
pc,2.40795
антропогонический,3.91202
classroom,3.91202
чичиков,3.91202
revive,3.50656
черноусько,3.91202
clowes,3.91202
two,2.52573
рыбалко,3.91202
смена,1.77196
histories,3.91202
логос,3.50656
стартап,2.20727
подсолнечный,3.91202
eko,3.91202
стиль,1.34707
крузенштерн,3.91202
надворный,3.21888
астр,2.65926
грамотный,3.21888
малеиновый,3.91202
ocean,2.81341
engineering,1.51413
because,3.91202
tatjana,3.91202
угадывать,3.21888
elite,3.91202
смоделировать,3.21888
шаляпин,3.91202
взаимообусловленность,3.91202
составной,2.81341
balances,3.91202
блюдо,3.50656
кинопродюсер,3.91202
пущаев,3.50656
dixon,3.91202
разрешить,1.83258
песок,3.50656
sabbagh,3.91202
видеовстреча,3.91202
vizi,3.91202
шайба,2.81341
cashback,3.91202
занять,1.23787
каторжный,3.91202
diffusion,2.40795
demands,3.50656
bertil,3.91202
крейсер,2.99573
покраснеть,3.91202
missile,3.91202
вольность,3.91202
употребляться,3.21888
функциональность,2.52573
gurupa,3.91202
волтон,3.21888
ипээ,3.91202
презрительный,3.91202
ахенвалля,3.91202
распорядитель,3.91202
рекрут,3.91202
surfwax,2.99573
secretary,2.99573
software,2.04022
школьник,2.20727
атмосферный,3.91202
бал,3.91202
алин,3.91202
ms,3.21888
garrett,3.91202
kongthon,3.91202
факс,3.91202
пакет,2.04022
переаттестация,3.91202
домой,3.50656
ксения,2.99573
bratislav,3.91202
исаков,3.21888
world,1.34707
уподоблять,3.91202
creators,3.91202
arxiv,2.65926
bleeping,3.91202
параксилол,3.91202
as,1.30933
британия,2.52573
маммерсет,3.91202
zhaogang,3.91202
дерзкий,3.21888
chatzipanagiotou,3.91202
примечание,0.00000
computational,2.40795
нынешний,2.20727
джеймс,1.89712
skype,3.21888
вейвлёт,3.91202
сбермобайл,3.50656
высокочастотный,3.91202
бронкс,3.91202
стоик,3.91202
bazelevs,3.91202
механически,3.91202
explainer,3.91202
постановить,2.99573
чукотский,2.99573
взаимозамена,3.91202
swipglobal,3.91202
ильмень,3.91202
экспериментировать,3.50656
многозначный,3.50656
жаккардовый,3.91202
чистовый,3.50656
прикидываться,3.91202
качество,0.35667
bisset,3.91202
socialistinių,3.50656
белявский,3.91202
channel,2.99573
suh,3.91202
фёдоровский,3.91202
сваллоу,3.91202
statisticians,3.91202
видео,1.17118
космонавт,2.99573
ковёр,3.50656
firms,3.91202
попробовать,3.50656
медный,3.50656
авиадиспетчер,3.91202
переходный,2.81341
teilung,3.21888
канаев,3.50656
электросвязь,3.50656
контролировать,1.46968
above,3.91202
невыгодный,3.21888
осциллограф,3.91202
двухсотый,3.91202
mobilization,3.50656
соперничать,3.91202
целесообразно,2.81341
